id,predicted_price
2591820310,391190.75
7974200820,869164.75
7701450110,1220029.2
9522300010,2024459.8
9510861140,727472.3
1761300310,274219.94
7732410120,851762.8
7010701383,616181.1
291310170,400437.8
4232901990,587900.75
6840701125,695016.0
3971700580,353583.56
4202400078,267643.94
6064800090,402359.1
2626119028,213186.64
3303980660,1153750.6
862000020,600884.1
2386000070,1123881.4
1138000450,369381.75
1775800420,441571.47
2291401425,451428.72
2025770560,841481.5
3525069037,730916.7
9324800450,648013.94
8080400136,484305.47
8651540040,502493.2
9407001790,267260.8
1773101530,210690.67
9432900250,317657.03
1794500695,627896.94
2220069003,461753.44
923000120,524770.5
5728000060,578876.7
16000200,230427.6
1926059094,600466.5
6672900220,1035215.9
3629860060,810526.94
1822069109,446621.1
6675500105,379686.6
249000180,1705621.2
226059065,441121.1
396100110,292845.9
9264450460,280756.1
7853361210,399728.5
9474700020,282231.53
421000455,243225.33
3755200220,415669.34
7960100075,409669.34
9477100490,395541.62
9138100350,884127.8
1624049275,382963.16
2770606890,432221.2
1157200189,467539.66
2770601800,481063.4
9301300805,448469.2
2325069032,1134559.9
1021079099,410536.03
7215730040,768412.3
1853200080,592892.1
3224600340,710113.0
3222049120,432069.12
2113700025,301633.7
7893207925,200009.72
3586501085,492877.94
8024200010,463235.88
7116500705,157601.7
1598600209,308309.2
7204200025,972608.4
4206901505,507261.34
2937300440,901262.2
7205000180,305424.84
8718500665,383041.7
5318101765,806255.2
4122700020,849310.75
8078700020,510390.25
3303980680,992051.56
8924100372,1097009.4
2781270210,207108.33
519000043,471648.56
3225069301,1620332.2
151000075,669409.75
2297400020,449121.47
6617500085,703731.3
104510180,224796.03
3528900060,930978.75
3345100286,495938.47
1226039130,420866.06
8712100720,800331.8
3037200010,369361.3
3626039268,442312.84
104510230,236225.9
5112800060,441548.72
6072400280,646098.5
5317100570,1136844.1
9528102993,503000.47
2919201095,465721.3
6181400920,256998.66
185000161,262344.6
8691400010,761861.9
3345700165,574458.94
6151800486,214680.08
4340000080,1147975.4
4136960010,481191.88
3634100030,388316.4
1624059224,1256259.1
2788400090,306349.88
9828200762,519667.75
7524400250,568816.06
3528000290,714814.8
5700003630,2446391.2
2720069019,283766.12
7227501170,229250.31
2397101270,598679.06
6792100090,706653.4
2770602265,630416.4
3971700937,304490.97
422049203,217889.73
3076500830,244519.16
1423400260,317665.53
9161100795,411035.16
3126049052,481772.28
5100401468,366956.62
514500235,418911.12
1423200170,189508.42
1402100070,435361.53
624110020,663674.8
2407000145,205499.14
1890000225,896186.5
1320069271,300184.22
5490700085,366191.0
263000155,475995.1
3726800201,426031.84
5153200358,241820.27
2725079018,685935.56
7165700200,303929.0
9429000170,572628.75
8718500075,404521.4
1760650950,287053.56
1068000559,1263289.8
4113800500,678857.7
4077800507,521592.22
2725069150,722759.56
4008400035,626211.75
7016310270,436489.84
1432701230,226722.33
3278606050,356406.72
2473350710,441070.2
2185000685,191688.36
7792000025,253528.72
6868200029,524837.56
624069003,787667.6
7431500280,957195.3
3296000040,598054.2
1118001215,1279625.1
6453900040,724869.06
333100209,662648.3
34001765,643148.9
8946700100,396414.34
5561401210,656447.1
6671900095,395881.66
3275850020,646967.3
3876300600,405760.88
1450900020,282539.88
8562780280,313032.1
7663700973,356867.9
2126049032,445555.4
1823059159,179430.27
3438503426,276988.9
9297301495,528164.06
7140700850,400190.03
7942601805,848890.5
2555900030,343808.1
2887970040,259541.5
7419700010,596642.56
2239000011,420955.56
9283800050,317252.25
9407001340,292061.06
217500140,663326.75
7212660520,234958.72
3298201170,313237.25
3057000400,308489.47
6865200444,428622.5
6071600340,503620.12
6821600005,693644.0
1235100371,770483.06
7796450340,342575.2
3603000410,156764.05
9297300255,582739.06
9126100850,534753.4
2770601462,519172.88
2599001500,217825.33
1102000095,761906.2
1853080640,1135222.2
9551201585,964829.7
3438500796,313924.78
7518504291,504912.8
9269200340,437550.12
715010130,1571402.8
1982201485,599575.0
9526500080,445325.6
9277200180,365118.0
6669150280,305336.28
8917100153,617405.8
3760500516,1362108.4
2725069050,957335.94
3332000091,271267.72
8562770080,563947.75
8151601190,269499.6
8563040160,639045.8
240000269,796338.56
4307350200,309014.47
1311910300,248086.17
3574900030,518547.9
7853230570,470867.9
320069049,383675.28
9839301060,708700.4
7011201333,663078.8
2781320100,275058.88
3421069120,394700.56
7852030320,523605.72
5316101075,1725718.4
5309100750,462607.66
629000730,596994.9
511700170,308617.78
1562100030,644612.2
2489200230,605878.25
524069116,509898.88
5315100737,898034.5
1868900675,772816.6
1608000120,364678.16
705700240,357425.8
7575600610,271411.1
1778500015,700644.2
5423500240,184037.98
6713700025,327972.9
2734100734,329857.78
301402280,193784.69
2113700205,263800.22
4114601570,2981712.2
3332000615,316079.9
3630050180,376178.6
6852700520,477321.56
6870310010,668057.7
6163900981,326251.8
393000142,428544.03
1771100130,351542.66
1442860160,403058.84
9191200435,615530.94
6788200800,1007814.44
1115300070,755687.25
3176600105,617576.56
2770604665,534781.94
5469500580,420070.5
5680000545,493389.16
3424089119,579690.44
1328300180,354758.97
1773100922,374142.8
4123830480,321680.53
9808610190,953646.4
4250200140,266534.38
4217402115,3789786.2
3831250350,378509.78
2397101055,779461.25
6817850110,963451.4
7526800200,634162.8
7853370100,605017.3
2523089025,868022.5
9476200680,281871.62
5714200140,419160.5
3575304895,614233.9
263000018,472906.53
8080400177,451235.03
6450304130,326228.5
514500090,475850.78
9477000300,424379.38
853600310,1451665.6
1951600240,205351.81
1099900120,362894.22
5323100120,481322.7
1223089016,391356.8
522059172,252539.34
1930300190,818819.9
9542840410,306660.6
8665050530,487364.34
5592900205,404358.62
5450300010,494272.66
2459960030,339332.38
3331500455,493272.47
3432500705,409838.16
3702900165,284318.44
5249803550,564709.9
626049058,414577.88
1788900380,169426.47
8075400360,218020.48
9113200250,724862.2
2738640040,719103.94
7821200307,476705.16
3530440140,261391.1
3582700130,447186.66
9276200569,773313.56
7197800020,588652.5
686200490,622777.75
3501600100,413828.94
6383000690,679673.94
7604400150,365329.78
5249801411,630632.25
2607720420,450845.75
9561100010,395073.03
1796370590,269590.34
4077800593,385981.5
854000165,247637.77
5536100010,532490.3
4188000670,788911.06
31000165,1239421.5
662350050,1090401.8
4137000280,275446.84
6169901130,1115112.9
1953400510,273645.72
7518506716,1134798.0
1552520010,365525.28
7955080270,307043.34
9212900100,527491.0
3438500798,313221.72
7899800890,224166.64
4319200605,409897.6
1329300480,383182.0
8935100100,704426.25
5016001260,372166.34
4337600280,348231.9
1446401220,192466.88
7135521530,628052.06
6888900115,238339.9
2413301070,303027.75
345700040,259702.19
5566100145,390079.1
7634800070,364660.06
9346910500,698859.7
3529300060,330324.0
8128600060,1249074.5
8572900275,251908.89
4139420590,1774543.5
9274200322,619618.4
1472700200,548452.6
8820903380,507117.7
8563010130,735799.75
8965450110,864101.75
9274204230,416616.28
8165501700,371980.03
2193340260,491531.7
1860600290,875359.56
1222000055,179399.3
2492200280,400843.97
2488200455,330973.28
809001520,1053081.8
1796361140,253548.55
6398000011,900390.25
6813600365,560809.2
7504100920,831927.8
8835770330,747617.2
524059322,714269.7
4307330280,402497.66
1245002952,895264.8
2021069059,282361.28
5700000595,698698.44
3629970930,728040.0
3336002215,273619.38
5100401060,618466.0
3278600750,356349.97
1126069045,1214379.5
7568700175,348596.4
452001475,553067.44
9283800230,474443.3
1737300130,694623.06
6189600040,527083.2
3679400025,567655.8
1096100010,344456.6
9513900050,242737.31
5452800645,645917.4
273800100,232938.23
7228500037,415184.8
808300090,502298.2
2493200215,607697.6
5035300255,679381.7
3380900160,367224.44
3630000130,410185.4
